"","code","year","month","day","type","acid","phosphate","OM","Mg","K","Ca","EC","jibun","sido","sigungu","addr_1","addr_2","dong","li","ymd","ym","cnt"
"21834","5013025928","2020","05","04","4",5.7,94,209,4.9,2.6,14.7,1.9,"제주특별자치도 서귀포시 성산읍 삼달리 1064-1","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_삼달리","성산읍","삼달리",2020-05-04,2020-01-01,1
"21835","5013025928","2020","05","15","4",6.3,347,151,0.3,0.72,13.3,0.15,"제주특별자치도 서귀포시 성산읍 삼달리 280-2","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_삼달리","성산읍","삼달리",2020-05-15,2020-01-01,1
"21836","5013025928","2020","06","01","4",4.9,206,157,0.8,0.13,2.3,0.16,"제주특별자치도 서귀포시 성산읍 삼달리 435-4","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_삼달리","성산읍","삼달리",2020-06-01,2020-01-01,1
"21852","5013025928","2020","05","27","4",6.5,210,150,7.8,2.8,10.2,0.84,"제주특별자치도 서귀포시 성산읍 삼달리 1498-1","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_삼달리","성산읍","삼달리",2020-05-27,2020-01-01,1
"21853","5013025928","2020","06","26","4",6.1,172,105,1.4,1.2,3.7,0.15,"제주특별자치도 서귀포시 성산읍 삼달리 1062-3","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_삼달리","성산읍","삼달리",2020-06-26,2020-01-01,1
"21854","5013025928","2020","10","20","4",5.3,196,132,0.7,0.57,1.7,0.26,"제주특별자치도 서귀포시 성산읍 삼달리 1546-1","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_삼달리","성산읍","삼달리",2020-10-20,2020-01-01,1
"21855","5013025928","2020","10","20","4",4.7,96,155,0.2,0.36,0.4,0.32,"제주특별자치도 서귀포시 성산읍 삼달리 1561","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_삼달리","성산읍","삼달리",2020-10-20,2020-01-01,1
"21856","5013025928","2020","10","20","4",5.3,32,147,0.4,0.46,1.6,0.15,"제주특별자치도 서귀포시 성산읍 삼달리 1568","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_삼달리","성산읍","삼달리",2020-10-20,2020-01-01,1
"21857","5013025928","2020","11","04","4",4.5,131,116,0.1,0.33,0.4,0.3,"제주특별자치도 서귀포시 성산읍 삼달리 1538-2","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_삼달리","성산읍","삼달리",2020-11-04,2020-01-01,1
"21858","5013025928","2020","11","13","4",5.8,294,99,3.1,0.62,5,0.19,"제주특별자치도 서귀포시 성산읍 삼달리 747-1","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_삼달리","성산읍","삼달리",2020-11-13,2020-01-01,1
"21859","5013025928","2021","03","22","4",6.6,228,119,4.8,0.7,11.5,0.23,"제주특별자치도 서귀포시 성산읍 삼달리 468-1","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_삼달리","성산읍","삼달리",2021-03-22,2021-01-01,1
"21860","5013025928","2021","03","22","4",7.1,245,103,2.7,1.08,10.2,0.24,"제주특별자치도 서귀포시 성산읍 삼달리 467","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_삼달리","성산읍","삼달리",2021-03-22,2021-01-01,1
"21861","5013025928","2021","03","22","4",6.3,228,108,3.3,1.02,8.2,0.27,"제주특별자치도 서귀포시 성산읍 삼달리 635-4","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_삼달리","성산읍","삼달리",2021-03-22,2021-01-01,1
"21862","5013025928","2021","04","22","4",5.6,247,151,0.7,0.19,4.6,0.38,"제주특별자치도 서귀포시 성산읍 삼달리 275","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_삼달리","성산읍","삼달리",2021-04-22,2021-01-01,1
"21869","5013025928","2021","02","16","4",5.8,457,191,0.9,0.37,6,0.21,"제주특별자치도 서귀포시 성산읍 삼달리 22-1","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_삼달리","성산읍","삼달리",2021-02-16,2021-01-01,1
"21870","5013025928","2021","03","19","4",5.9,363,147,4.9,0.51,7.1,0.2,"제주특별자치도 서귀포시 성산읍 삼달리 280-2","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_삼달리","성산읍","삼달리",2021-03-19,2021-01-01,1
"21908","5013025928","2021","02","18","4",5.8,162,97,1.2,0.52,6.3,1.2,"제주특별자치도 서귀포시 성산읍 삼달리 615","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_삼달리","성산읍","삼달리",2021-02-18,2021-01-01,1
"21909","5013025928","2021","02","18","4",6.4,116,97,1.4,1.07,15,1.4,"제주특별자치도 서귀포시 성산읍 삼달리 611","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_삼달리","성산읍","삼달리",2021-02-18,2021-01-01,1
"21910","5013025928","2021","04","12","4",6,10,123,0.3,0.15,1.3,0.5,"제주특별자치도 서귀포시 성산읍 삼달리 1324","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_삼달리","성산읍","삼달리",2021-04-12,2021-01-01,1
"21911","5013025928","2021","04","12","4",6.1,10,101,0.3,0.18,1.2,0.5,"제주특별자치도 서귀포시 성산읍 삼달리 1408","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_삼달리","성산읍","삼달리",2021-04-12,2021-01-01,1
"21912","5013025928","2021","04","12","4",6.1,10,106,0.3,0.14,1.1,0.5,"제주특별자치도 서귀포시 성산읍 삼달리 1409","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_삼달리","성산읍","삼달리",2021-04-12,2021-01-01,1
"21913","5013025928","2021","04","12","4",6,10,117,0.3,0.13,1.1,0.5,"제주특별자치도 서귀포시 성산읍 삼달리 1410","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_삼달리","성산읍","삼달리",2021-04-12,2021-01-01,1
"21914","5013025928","2021","11","19","4",5.8,380,77,4.7,0.82,5.5,1.1,"제주특별자치도 서귀포시 성산읍 삼달리 747-1","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_삼달리","성산읍","삼달리",2021-11-19,2021-01-01,1
"21915","5013025928","2021","12","03","4",5.6,89,109,0.8,0.5,1.6,1.01,"제주특별자치도 서귀포시 성산읍 삼달리 1497-1","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_삼달리","성산읍","삼달리",2021-12-03,2021-01-01,1
"21923","5013025928","2022","06","30","4",7.7,227.3,153.3,4.44,1.673,27.75,1.44,"제주특별자치도 서귀포시 성산읍 삼달리 1324","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_삼달리","성산읍","삼달리",2022-06-30,2022-01-01,1
"21924","5013025928","2022","06","30","4",7.7,222.3,139.6,4.61,1.683,28.28,1.41,"제주특별자치도 서귀포시 성산읍 삼달리 1408","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_삼달리","성산읍","삼달리",2022-06-30,2022-01-01,1
"21925","5013025928","2022","06","30","4",7.8,232.8,152.1,4.81,1.703,27.46,1.275,"제주특별자치도 서귀포시 성산읍 삼달리 1409","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_삼달리","성산읍","삼달리",2022-06-30,2022-01-01,1
"21926","5013025928","2022","06","30","4",7.8,234.8,115.8,4.59,1.616,26.05,1.303,"제주특별자치도 서귀포시 성산읍 삼달리 1410","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_삼달리","성산읍","삼달리",2022-06-30,2022-01-01,1
"21927","5013025928","2022","05","17","4",5.1,64,166,0.2,0.11,0.6,1.26,"제주특별자치도 서귀포시 성산읍 삼달리 1579","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_삼달리","성산읍","삼달리",2022-05-17,2022-01-01,1
"21933","5013025928","2022","02","11","4",6.9,133,107,7.2,0.96,12.9,1.14,"제주특별자치도 서귀포시 성산읍 삼달리 635-4","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_삼달리","성산읍","삼달리",2022-02-11,2022-01-01,1
"21934","5013025928","2022","02","11","4",6.7,155,84,5.7,1.43,10.9,1.12,"제주특별자치도 서귀포시 성산읍 삼달리 635","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_삼달리","성산읍","삼달리",2022-02-11,2022-01-01,1
"21935","5013025928","2022","02","11","4",6.8,170,107,7.2,1.11,12,1.06,"제주특별자치도 서귀포시 성산읍 삼달리 468-1","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_삼달리","성산읍","삼달리",2022-02-11,2022-01-01,1
"21936","5013025928","2022","02","11","4",6.4,322,94,4.2,1.09,9.2,0.94,"제주특별자치도 서귀포시 성산읍 삼달리 467","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_삼달리","성산읍","삼달리",2022-02-11,2022-01-01,1
"21937","5013025928","2022","05","24","4",5.3,309,130,1.4,1.21,6.3,1.09,"제주특별자치도 서귀포시 성산읍 삼달리 708","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_삼달리","성산읍","삼달리",2022-05-24,2022-01-01,1
"21938","5013025928","2022","05","24","4",5.6,335,149,1.5,1.31,8.8,1.21,"제주특별자치도 서귀포시 성산읍 삼달리 713","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_삼달리","성산읍","삼달리",2022-05-24,2022-01-01,1
"21939","5013025928","2022","05","31","4",6.2,368,134,4.9,1.1,11.7,0.95,"제주특별자치도 서귀포시 성산읍 삼달리 275","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_삼달리","성산읍","삼달리",2022-05-31,2022-01-01,1
"21945","5013025928","2022","03","17","4",6.2,188,114,5.5,0.47,10.6,0.99,"제주특별자치도 서귀포시 성산읍 삼달리 280-2","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_삼달리","성산읍","삼달리",2022-03-17,2022-01-01,1
"21946","5013025928","2022","04","22","4",5.4,230,134,1.1,0.31,4.4,1.04,"제주특별자치도 서귀포시 성산읍 삼달리 1064-1","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_삼달리","성산읍","삼달리",2022-04-22,2022-01-01,1
"21947","5013025928","2022","09","28","4",5.7,117,144,1.4,0.38,12.2,0.53,"제주특별자치도 서귀포시 성산읍 삼달리 2192","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_삼달리","성산읍","삼달리",2022-09-28,2022-01-01,1
"21960","5013025928","2022","01","05","4",5.9,170,121,3.5,0.64,10.3,1.65,"제주특별자치도 서귀포시 성산읍 삼달리 1298","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_삼달리","성산읍","삼달리",2022-01-05,2022-01-01,1
"21963","5013025929","2020","03","04","4",5.1,154,83,1.5,0.19,3.3,0.16,"제주특별자치도 서귀포시 성산읍 신풍리 483","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_신풍리","성산읍","신풍리",2020-03-04,2020-01-01,1
"21972","5013025929","2020","03","13","4",5.5,205,97,1.5,0.28,2.8,0.15,"제주특별자치도 서귀포시 성산읍 신풍리 762-1","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_신풍리","성산읍","신풍리",2020-03-13,2020-01-01,1
"21973","5013025929","2020","04","02","4",6.3,371,150,4.8,0.57,15.1,1.7,"제주특별자치도 서귀포시 성산읍 신풍리 280","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_신풍리","성산읍","신풍리",2020-04-02,2020-01-01,1
"21974","5013025929","2020","03","31","4",5.8,13,119,2.6,0.8,6.6,0.73,"제주특별자치도 서귀포시 성산읍 신풍리 427","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_신풍리","성산읍","신풍리",2020-03-31,2020-01-01,1
"21975","5013025929","2020","04","10","4",5.9,13,147,1,0.17,2.3,0.09,"제주특별자치도 서귀포시 성산읍 신풍리 576","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_신풍리","성산읍","신풍리",2020-04-10,2020-01-01,1
"21976","5013025929","2020","04","10","4",6.1,10,222,2.9,0.87,4.7,0.2,"제주특별자치도 서귀포시 성산읍 신풍리 1286","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_신풍리","성산읍","신풍리",2020-04-10,2020-01-01,1
"21977","5013025929","2020","04","10","4",6.5,28,163,4.4,0.67,7.1,0.12,"제주특별자치도 서귀포시 성산읍 신풍리 482","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_신풍리","성산읍","신풍리",2020-04-10,2020-01-01,1
"21978","5013025929","2020","06","01","4",6.3,232,83,1.9,0.64,4.8,0.15,"제주특별자치도 서귀포시 성산읍 신풍리 110-1","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_신풍리","성산읍","신풍리",2020-06-01,2020-01-01,1
"21979","5013025929","2020","06","01","4",5,190,128,0.4,0.4,1,0.21,"제주특별자치도 서귀포시 성산읍 신풍리 140","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_신풍리","성산읍","신풍리",2020-06-01,2020-01-01,1
"21980","5013025929","2020","09","09","4",5,132,186,3.4,1.98,5.3,4.17,"제주특별자치도 서귀포시 성산읍 신풍리 1609-1","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_신풍리","성산읍","신풍리",2020-09-09,2020-01-01,1
"21981","5013025929","2020","08","28","4",4.9,126,191,1.2,1.75,4,2.5,"제주특별자치도 서귀포시 성산읍 신풍리 1609-1","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_신풍리","성산읍","신풍리",2020-08-28,2020-01-01,1
"21982","5013025929","2020","08","28","4",6.4,343,182,4.3,1.95,16.7,1.66,"제주특별자치도 서귀포시 성산읍 신풍리 1609-3","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_신풍리","성산읍","신풍리",2020-08-28,2020-01-01,1
"21983","5013025929","2020","08","28","4",5.3,126,188,1.4,1.16,4.2,1.14,"제주특별자치도 서귀포시 성산읍 신풍리 1609-3","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_신풍리","성산읍","신풍리",2020-08-28,2020-01-01,1
"21993","5013025929","2020","10","22","4",5.2,580,159,2.5,0.83,4.8,0.28,"제주특별자치도 서귀포시 성산읍 신풍리 716","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_신풍리","성산읍","신풍리",2020-10-22,2020-01-01,1
"21994","5013025929","2020","10","22","4",6.1,473,173,3.5,0.77,7.6,0.31,"제주특별자치도 서귀포시 성산읍 신풍리 1158","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_신풍리","성산읍","신풍리",2020-10-22,2020-01-01,1
"21995","5013025929","2020","12","16","4",6.1,60,130,1.2,0.62,2.8,0.18,"제주특별자치도 서귀포시 성산읍 신풍리 335","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_신풍리","성산읍","신풍리",2020-12-16,2020-01-01,1
"21997","5013025929","2021","02","15","4",5.9,10,224,0.3,0.4,1.2,0.18,"제주특별자치도 서귀포시 성산읍 신풍리 1609-1","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_신풍리","성산읍","신풍리",2021-02-15,2021-01-01,1
"21998","5013025929","2021","02","15","4",5.6,10,217,0.3,0.32,0.6,0.21,"제주특별자치도 서귀포시 성산읍 신풍리 1609-3","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_신풍리","성산읍","신풍리",2021-02-15,2021-01-01,1
"22009","5013025929","2021","02","08","4",4.7,134,106,0.5,0.45,1.2,0.4,"제주특별자치도 서귀포시 성산읍 신풍리 483","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_신풍리","성산읍","신풍리",2021-02-08,2021-01-01,1
"22010","5013025929","2021","02","25","4",6,265,140,1.3,0.55,4.1,0.16,"제주특별자치도 서귀포시 성산읍 신풍리 583","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_신풍리","성산읍","신풍리",2021-02-25,2021-01-01,1
"22011","5013025929","2021","02","26","4",6.2,124,131,0.9,0.23,8.1,0.5,"제주특별자치도 서귀포시 성산읍 신풍리 282","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_신풍리","성산읍","신풍리",2021-02-26,2021-01-01,1
"22012","5013025929","2021","03","30","4",5.3,10,167,1.4,0.46,2.4,0.43,"제주특별자치도 서귀포시 성산읍 신풍리 482","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_신풍리","성산읍","신풍리",2021-03-30,2021-01-01,1
"22013","5013025929","2021","03","30","4",6.2,3,147,1.3,0.2,7.7,0.22,"제주특별자치도 서귀포시 성산읍 신풍리 576","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_신풍리","성산읍","신풍리",2021-03-30,2021-01-01,1
"22014","5013025929","2021","03","30","4",5,27,201,1,0.32,2.5,0.38,"제주특별자치도 서귀포시 성산읍 신풍리 1286","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_신풍리","성산읍","신풍리",2021-03-30,2021-01-01,1
"22015","5013025929","2021","04","14","4",5.9,114,171,0.2,0.52,7.5,0.25,"제주특별자치도 서귀포시 성산읍 신풍리 427","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_신풍리","성산읍","신풍리",2021-04-14,2021-01-01,1
"22016","5013025929","2021","04","28","4",5.4,132,145,1,0.74,3.6,0.44,"제주특별자치도 서귀포시 성산읍 신풍리 364","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_신풍리","성산읍","신풍리",2021-04-28,2021-01-01,1
"22017","5013025929","2021","04","28","4",5.3,130,136,0.9,0.69,2.9,0.5,"제주특별자치도 서귀포시 성산읍 신풍리 366","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_신풍리","성산읍","신풍리",2021-04-28,2021-01-01,1
"22018","5013025929","2021","11","26","4",6,395,131,7,0.44,5.8,1.01,"제주특별자치도 서귀포시 성산읍 신풍리 44","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_신풍리","성산읍","신풍리",2021-11-26,2021-01-01,1
"22022","5013025929","2021","02","26","4",6,396,138,1.7,0.72,7.5,0.21,"제주특별자치도 서귀포시 성산읍 신풍리 762-1","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_신풍리","성산읍","신풍리",2021-02-26,2021-01-01,1
"22047","5013025929","2021","01","22","4",6.2,81,151,1.7,0.74,5.4,0.34,"제주특별자치도 서귀포시 성산읍 신풍리 982-1","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_신풍리","성산읍","신풍리",2021-01-22,2021-01-01,1
"22048","5013025929","2021","02","17","4",5.4,507,178,0.5,0.11,4,0.18,"제주특별자치도 서귀포시 성산읍 신풍리 1081","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_신풍리","성산읍","신풍리",2021-02-17,2021-01-01,1
"22049","5013025929","2021","02","17","4",4.8,88,133,0.5,0.46,1.7,0.94,"제주특별자치도 서귀포시 성산읍 신풍리 625","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_신풍리","성산읍","신풍리",2021-02-17,2021-01-01,1
"22050","5013025929","2021","02","17","4",5.2,325,163,0.2,0.12,1,0.16,"제주특별자치도 서귀포시 성산읍 신풍리 1087","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_신풍리","성산읍","신풍리",2021-02-17,2021-01-01,1
"22051","5013025929","2021","03","29","4",5,194,173,1.1,0.48,2.5,0.29,"제주특별자치도 서귀포시 성산읍 신풍리 458","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_신풍리","성산읍","신풍리",2021-03-29,2021-01-01,1
"22052","5013025929","2021","07","12","4",5.7,58,120,1.8,1.48,6.4,0.9,"제주특별자치도 서귀포시 성산읍 신풍리 440","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_신풍리","성산읍","신풍리",2021-07-12,2021-01-01,1
"22053","5013025929","2021","07","30","4",4.2,152,117,0.3,0.25,0.6,0.71,"제주특별자치도 서귀포시 성산읍 신풍리 659","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_신풍리","성산읍","신풍리",2021-07-30,2021-01-01,1
"22054","5013025929","2021","07","30","4",5.6,163,87,3.5,0.7,6.9,0.54,"제주특별자치도 서귀포시 성산읍 신풍리 827","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_신풍리","성산읍","신풍리",2021-07-30,2021-01-01,1
"22055","5013025929","2021","07","30","4",4.2,115,117,0.5,0.21,0.7,0.85,"제주특별자치도 서귀포시 성산읍 신풍리 656","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_신풍리","성산읍","신풍리",2021-07-30,2021-01-01,1
"22058","5013025929","2022","05","17","4",5.3,130,150,0.3,0.11,0.5,0.87,"제주특별자치도 서귀포시 성산읍 신풍리 1609-3","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_신풍리","성산읍","신풍리",2022-05-17,2022-01-01,1
"22059","5013025929","2022","05","17","4",5.4,51,154,0.3,0.13,0.6,0.87,"제주특별자치도 서귀포시 성산읍 신풍리 1609-1","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_신풍리","성산읍","신풍리",2022-05-17,2022-01-01,1
"22064","5013025929","2022","02","15","4",5.9,399,114,1.8,0.7,10.7,1.2,"제주특별자치도 서귀포시 성산읍 신풍리 762-1","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_신풍리","성산읍","신풍리",2022-02-15,2022-01-01,1
"22072","5013025929","2022","01","27","4",5.6,241,96,1.1,0.41,1.3,0.65,"제주특별자치도 서귀포시 성산읍 신풍리 583","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_신풍리","성산읍","신풍리",2022-01-27,2022-01-01,1
"22073","5013025929","2022","02","09","4",6,353,145,0.8,0.06,9.5,0.98,"제주특별자치도 서귀포시 성산읍 신풍리 280","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_신풍리","성산읍","신풍리",2022-02-09,2022-01-01,1
"22074","5013025929","2022","04","05","4",5.1,49,130,0.5,0.22,1.8,0.97,"제주특별자치도 서귀포시 성산읍 신풍리 427","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_신풍리","성산읍","신풍리",2022-04-05,2022-01-01,1
"22087","5013025929","2022","01","05","4",5.9,120,135,5.1,0.67,11.8,1.89,"제주특별자치도 서귀포시 성산읍 신풍리 1158","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_신풍리","성산읍","신풍리",2022-01-05,2022-01-01,1
"22088","5013025929","2022","01","05","4",5.8,172,125,3.2,0.77,6.8,1.09,"제주특별자치도 서귀포시 성산읍 신풍리 490","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_신풍리","성산읍","신풍리",2022-01-05,2022-01-01,1
"22089","5013025929","2022","01","05","4",5.5,538,119,3.2,0.99,8.7,1.53,"제주특별자치도 서귀포시 성산읍 신풍리 716","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_신풍리","성산읍","신풍리",2022-01-05,2022-01-01,1
"22090","5013025929","2022","01","05","4",5.6,7,121,0.7,0.58,2.8,0.68,"제주특별자치도 서귀포시 성산읍 신풍리 1706","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_신풍리","성산읍","신풍리",2022-01-05,2022-01-01,1
"22091","5013025929","2022","01","19","4",5.1,586,200,1.7,0.53,2,0.96,"제주특별자치도 서귀포시 성산읍 신풍리 1081","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_신풍리","성산읍","신풍리",2022-01-19,2022-01-01,1
"22092","5013025929","2022","01","19","4",4.9,277,186,0.9,0.54,1.1,1.29,"제주특별자치도 서귀포시 성산읍 신풍리 1087","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_신풍리","성산읍","신풍리",2022-01-19,2022-01-01,1
"22093","5013025929","2022","01","19","4",5.2,104,168,0.9,1.09,0.8,1.13,"제주특별자치도 서귀포시 성산읍 신풍리 625","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_신풍리","성산읍","신풍리",2022-01-19,2022-01-01,1
"22094","5013025929","2022","03","03","4",5.3,144,134,1.1,0.55,3.6,0.97,"제주특별자치도 서귀포시 성산읍 신풍리 485","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_신풍리","성산읍","신풍리",2022-03-03,2022-01-01,1
"22095","5013025929","2022","06","16","4",4.3,192,110,0.3,1.36,0.8,1.55,"제주특별자치도 서귀포시 성산읍 신풍리 994","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_신풍리","성산읍","신풍리",2022-06-16,2022-01-01,1
"22096","5013025930","2020","03","04","4",5.2,79,118,1.5,0.42,3.3,0.16,"제주특별자치도 서귀포시 성산읍 신천리 836","제주특별자치도","서귀포시_성산읍","서귀포_성산","제주특별자치도_서귀포시_성산읍_신천리","성산읍","신천리",2020-03-04,2020-01-01,1
