code,sido,sigungu,addr_1,addr_2
5013025321,제주특별자치도,서귀포시_남원읍,서귀포_남원,제주특별자치도_서귀포시_남원읍_남원리
5013025322,제주특별자치도,서귀포시_남원읍,서귀포_남원,제주특별자치도_서귀포시_남원읍_태흥리
5013025323,제주특별자치도,서귀포시_남원읍,서귀포_남원,제주특별자치도_서귀포시_남원읍_한남리
5013025324,제주특별자치도,서귀포시_남원읍,서귀포_남원,제주특별자치도_서귀포시_남원읍_수망리
5013025325,제주특별자치도,서귀포시_남원읍,서귀포_남원,제주특별자치도_서귀포시_남원읍_의귀리
5013025326,제주특별자치도,서귀포시_남원읍,서귀포_남원,제주특별자치도_서귀포시_남원읍_신흥리
5013025327,제주특별자치도,서귀포시_남원읍,서귀포_남원,제주특별자치도_서귀포시_남원읍_위미리
5013025328,제주특별자치도,서귀포시_남원읍,서귀포_남원,제주특별자치도_서귀포시_남원읍_하례리
5013025329,제주특별자치도,서귀포시_남원읍,서귀포_남원,제주특별자치도_서귀포시_남원읍_신례리
