code,sido,sigungu,addr_1,addr_2
5011033021,제주특별자치도,제주시_우도면,제주_우도,제주특별자치도_제주시_우도면_연평리
5011033022,제주특별자치도,제주시_우도면,제주_우도,제주특별자치도_제주시_우도면_서광리
5011033023,제주특별자치도,제주시_우도면,제주_우도,제주특별자치도_제주시_우도면_천진리
5011033024,제주특별자치도,제주시_우도면,제주_우도,제주특별자치도_제주시_우도면_조일리
5011033025,제주특별자치도,제주시_우도면,제주_우도,제주특별자치도_제주시_우도면_오봉리
