,code,year,month,day,type,acid,phosphate,OM,Mg,K,Ca,EC,ymd,cnt,longitude,latitude
2874,5011025029,2021,6,30,3,5.9,1870,185,6.3,4.35,10.8,18,6/30/2021,1,126.2897502,33.38597471
2875,5011025029,2021,7,15,3,6.8,1835,90,4.2,1.98,10.8,0.8,7/15/2021,1,126.2904199,33.40141922
2876,5011025029,2021,7,13,3,6.9,392.6,79.5,6.2,1.76,16.17,0.59,7/13/2021,1,126.3094427,33.39897837
2877,5011025029,2021,7,13,3,5.3,776.8,55.7,2.95,1.17,5.44,1.43,7/13/2021,1,126.3034297,33.40232655
2878,5011025029,2021,11,22,3,5.4,457,57,2.8,2.28,5.5,6.53,11/22/2021,1,126.2897502,33.38597471
2879,5011025029,2021,12,1,3,5.1,745,27,2.4,1.74,4.1,5.12,12/1/2021,1,126.2978151,33.40261046
2880,5011025029,2021,12,1,3,5.8,1208,46,7.1,3.49,9,7.02,12/1/2021,1,126.2978375,33.40162866
2881,5011025029,2021,12,7,3,5,527,50,0.9,1.21,2.1,1.43,12/7/2021,1,126.288915,33.39466624
2882,5011025029,2021,3,8,4,5.6,507,73,3.5,1.13,4.8,1.2,3/8/2021,1,126.2893244,33.38765294
2883,5011025029,2021,3,8,4,5.8,220,99,5,1.19,4,2.3,3/8/2021,1,126.2893244,33.38765294
2884,5011025029,2021,3,15,4,7,686,72,3,1.2,8.3,0.5,3/15/2021,1,126.2939402,33.39739656
2885,5011025029,2021,3,15,4,5.7,766,64,2.9,1.1,4.3,0.4,3/15/2021,1,126.2939402,33.39739656
2886,5011025029,2021,3,15,4,6.8,448,55,3.4,1.57,7.1,0.4,3/15/2021,1,126.2939402,33.39739656
2887,5011025029,2021,3,15,4,5.9,376,43,3.5,1.26,4.6,0.8,3/15/2021,1,126.3023943,33.39848481
2888,5011025029,2021,4,7,4,5.1,851,34,0.3,0.15,1.4,0.2,4/7/2021,1,126.3007121,33.41156132
2889,5011025029,2021,4,7,4,7.2,328,56,1,0.77,8.1,0.3,4/7/2021,1,126.2985522,33.39845369
2890,5011025029,2021,4,7,4,5.4,290,42,0.4,0.15,1.8,0.2,4/7/2021,1,126.2986781,33.39814353
2891,5011025029,2021,6,8,4,7.2,130,140,2.3,1.88,7,0.5,6/8/2021,1,126.282556,33.38922081
2892,5011025029,2021,6,14,4,5.3,671,151,4,1.47,12.3,3.4,6/14/2021,1,126.303337,33.40031259
2893,5011025029,2021,6,14,4,4.7,602,72,1.3,0.8,3.9,1.1,6/14/2021,1,126.3015307,33.40112252
2894,5011025029,2021,6,14,4,5.6,682,69,2.7,0.9,7.3,0.3,6/14/2021,1,126.3023858,33.40032122
2895,5011025029,2021,7,15,4,5.4,626,114,1.9,1.58,4.1,1,7/15/2021,1,126.2904199,33.40141922
2896,5011025029,2021,10,6,4,6.4,236,51,2.6,0.73,6.9,0.99,10/6/2021,1,126.300878,33.3991147
2897,5011025029,2021,10,6,4,6.3,398,66,2.8,1.09,7.8,1.03,10/6/2021,1,126.3014808,33.39886024
2898,5011025029,2021,11,24,4,5.5,9,41,1.7,0.53,4.8,0.89,11/24/2021,1,126.3139672,33.39362925
2899,5011025029,2021,11,24,4,5.5,9,41,1.7,0.53,4.8,0.89,11/24/2021,1,126.3139672,33.39362925
2900,5011025029,2021,12,1,4,4.8,1065,20,0.8,0.92,1.4,1.17,12/1/2021,1,126.297449,33.40335193
2901,5011025029,2022,8,4,2,5.6,108,48,1.8,0.81,4.9,0.44,8/4/2022,1,126.289378,33.38832809
2902,5011025029,2022,2,17,2,5.6,167,61,1,1.28,4.1,1.09,2/17/2022,1,126.3196225,33.38290273
2903,5011025029,2022,2,17,2,5.7,163,62,1,1.29,4,1.06,2/17/2022,1,126.3200615,33.38280785
2904,5011025029,2022,3,8,2,5.6,11,26,0.4,0.3,1.3,1.01,3/8/2022,1,126.2910966,33.3849316
2905,5011025029,2022,4,11,2,4.7,476.6,37.8,0.64,1.494,2.14,2.25,4/11/2022,1,126.2967347,33.4006578
2906,5011025029,2022,4,11,2,4.6,450.1,36.5,0.81,1.642,2.54,3.615,4/11/2022,1,126.2973073,33.40006112
2907,5011025029,2022,4,11,2,4.7,457.7,35.8,0.72,1.488,2.37,3.235,4/11/2022,1,126.2970673,33.39965666
2908,5011025029,2022,4,11,2,4.7,474.3,37.6,0.66,1.494,2.22,2.3,4/11/2022,1,126.2965127,33.3993028
2909,5011025029,2022,4,11,2,4.7,439.5,34.8,0.68,1.499,2.23,2.406,4/11/2022,1,126.2963462,33.39983055
2910,5011025029,2022,4,11,2,5.7,599,39.6,7.61,4.189,12.78,7.4,4/11/2022,1,126.2862123,33.39463333
2911,5011025029,2022,4,11,2,5.6,615.9,173.1,7.95,4.128,12.93,8.075,4/11/2022,1,126.2863445,33.39414317
2912,5011025029,2022,4,11,2,5.6,598,181.7,7.54,4.102,12.86,7.925,4/11/2022,1,126.2865272,33.39367954
2913,5011025029,2022,4,11,2,5.6,612.6,175.2,7.79,4.041,13.8,7.925,4/11/2022,1,126.2874097,33.39405706
2914,5011025029,2022,4,11,2,5.6,661.1,182.5,7.62,4.02,13.22,7.9,4/11/2022,1,126.2857849,33.39521221
2915,5011025029,2022,7,25,2,5.1,26.9,126,0.91,1.448,2.2,1.426,7/25/2022,1,126.3154709,33.38140354
2916,5011025029,2022,7,25,2,5.1,54.5,78,1.12,0.921,3.77,1.059,7/25/2022,1,126.3142037,33.38142548
2917,5011025029,2022,7,25,2,5,52.3,77,1.07,0.818,3.64,1.016,7/25/2022,1,126.313257,33.38131728
2918,5011025029,2022,7,25,2,5,51.6,76,1.04,0.767,3.62,0.923,7/25/2022,1,126.3150465,33.38113513
2919,5011025029,2022,7,25,2,5,50.8,78,1.07,0.818,3.77,0.991,7/25/2022,1,126.3148174,33.38193773
2920,5011025029,2022,7,25,2,5,50.7,77,1.07,0.808,3.74,1.002,7/25/2022,1,126.3148728,33.3815041
2921,5011025029,2022,7,25,2,5.9,184.9,36,2.11,1.575,6.84,0.354,7/25/2022,1,126.2968683,33.4016046
2922,5011025029,2022,7,25,2,6.3,526.4,62,4.91,3.555,10.23,1.625,7/25/2022,1,126.2967347,33.4006578
2923,5011025029,2022,7,25,2,6.3,489.1,53,4.33,3.136,9.78,1.274,7/25/2022,1,126.2973073,33.40006112
2924,5011025029,2022,7,25,2,6.3,509.3,57,4.58,3.187,10.46,1.495,7/25/2022,1,126.2970673,33.39965666
2925,5011025029,2022,7,25,2,6.3,516,53,4.53,3.299,10.48,1.472,7/25/2022,1,126.2966837,33.4010791
2926,5011025029,2022,7,25,2,6.4,517.8,52,4.66,3.315,10.98,1.416,7/25/2022,1,126.2959495,33.39946135
2927,5011025029,2022,7,25,2,6.4,575,54,4.99,3.913,12.56,1.38,7/25/2022,1,126.2965127,33.3993028
2928,5011025029,2022,7,25,2,6.4,498.9,59,4.82,4.118,12.21,1.397,7/25/2022,1,126.2963462,33.39983055
2929,5011025029,2022,7,25,2,5.5,64.9,68,1.48,0.936,6.24,0.698,7/25/2022,1,126.2862793,33.39517115
2930,5011025029,2022,7,25,2,5.5,54.6,70,1.45,0.87,6.17,0.669,7/25/2022,1,126.2862123,33.39463333
2931,5011025029,2022,7,25,2,5.5,53.4,71,1.45,0.885,5.99,0.676,7/25/2022,1,126.2863445,33.39414317
2932,5011025029,2022,7,25,2,5.5,48.9,68,1.53,0.962,6.09,0.797,7/25/2022,1,126.2865272,33.39367954
2933,5011025029,2022,7,25,2,5.4,52,68,1.48,0.921,6.09,0.839,7/25/2022,1,126.2874097,33.39405706
2934,5011025029,2022,7,25,2,5.4,61.7,72,1.53,1.148,6.29,1.585,7/25/2022,1,126.2857849,33.39521221
2935,5011025029,2022,12,16,2,7.1,108,44,1.9,2.99,8.6,0.94,12/16/2022,1,126.3042352,33.38090694
2936,5011025029,2022,12,16,2,5.7,28,34,1.5,0.97,4.9,1.03,12/16/2022,1,126.3005684,33.37935137
2937,5011025029,2022,2,9,2,6.4,455,33,2.8,0.86,6.6,1.23,2/9/2022,1,126.3027381,33.4136498
2938,5011025029,2022,3,15,2,5.2,842,62,2.3,1.38,4.7,1.2,3/15/2022,1,126.2798365,33.39442636
2939,5011025029,2022,4,26,2,6.8,662,28,1.9,1.09,7.5,2.23,4/26/2022,1,126.2992944,33.41441578
2940,5011025029,2022,4,26,2,5.8,589,29,1.6,0.75,4.5,1.79,4/26/2022,1,126.2991375,33.41467617
2941,5011025029,2022,5,31,2,6.2,321,46,3.4,1.08,7.1,1.79,5/31/2022,1,126.2817861,33.39772721
2942,5011025029,2022,5,31,2,6.3,209,27,3.5,1.77,8.5,2.16,5/31/2022,1,126.2815476,33.39829861
2943,5011025029,2022,8,23,2,6.2,614,15,2.3,2,4.1,1.62,8/23/2022,1,126.2836224,33.40869025
2944,5011025029,2022,8,30,2,6.3,853,68,8.8,2.73,9.7,3.65,8/30/2022,1,126.2785901,33.39965727
2945,5011025029,2022,8,30,2,6.1,924,65,8.5,2.14,7.6,2.73,8/30/2022,1,126.2777584,33.39924411
2946,5011025029,2022,11,11,2,5.8,203,57,2.1,1.28,8,0.68,11/11/2022,1,126.2869664,33.39147461
2947,5011025029,2022,2,9,3,6,363,40,3.3,1.67,9.1,2.6,2/9/2022,1,126.3022351,33.41286178
2948,5011025029,2022,6,14,3,5.6,367,54,2,1.19,6.1,1.37,6/14/2022,1,126.303337,33.40031259
2949,5011025029,2022,12,6,3,6.6,374,100,3.1,1.5,12.7,0.82,12/6/2022,1,126.290174,33.38662106
2950,5011025029,2022,12,6,3,7,818,106,3.6,1.62,17.1,0.74,12/6/2022,1,126.2892915,33.38587192
2951,5011025029,2022,2,28,4,6.3,235,61,2.5,2.46,5.9,1.33,2/28/2022,1,126.3024278,33.3997264
2952,5011025029,2022,2,28,4,6.7,935,55,3.6,1.08,8.9,1.45,2/28/2022,1,126.3028165,33.39943864
2953,5011025029,2022,2,28,4,6.3,691,52,2.7,1.55,8,2.4,2/28/2022,1,126.3023943,33.39848481
2954,5011025029,2022,2,28,4,6.2,33,107,2.6,0.97,14.8,3.65,2/28/2022,1,126.3019771,33.40522448
2955,5011025029,2022,2,28,4,5.7,437,107,2.2,1.05,11,3.79,2/28/2022,1,126.301385,33.40518887
2956,5011025029,2022,2,28,4,4.8,314,100,1.3,0.76,4.5,4.55,2/28/2022,1,126.3015299,33.40424951
2957,5011025029,2022,2,28,4,6.3,586,190,3.7,0.96,13.8,2.76,2/28/2022,1,126.3015367,33.40365756
2958,5011025029,2022,2,28,4,5.8,537,92,1.8,0.56,8,1.69,2/28/2022,1,126.3022562,33.40482151
2959,5011025029,2022,4,19,4,6.1,652,46,2.2,1.62,5.1,1.39,4/19/2022,1,126.2986781,33.39814353
2960,5011025029,2022,4,19,4,5.2,712,44,1.6,1.6,3.2,1.54,4/19/2022,1,126.2985522,33.39845369
2961,5011025029,2022,6,14,4,6.7,715,123,4.6,3.08,15.7,1.37,6/14/2022,1,126.3023858,33.40032122
2962,5011025029,2022,6,14,4,5.9,857,82,2.2,1.02,10.5,0.97,6/14/2022,1,126.3015307,33.40112252
2963,5011025029,2022,12,6,4,6.3,410,93,3.2,0.94,10.2,0.48,12/6/2022,1,126.2893158,33.38539557
2964,5011025029,2022,12,6,4,6,371,93,2.7,0.91,9.8,0.54,12/6/2022,1,126.2888086,33.38531927
2965,5011025029,2022,2,4,2,5.3,563,22,1.4,1.01,3.8,1.89,2/4/2022,1,126.2876361,33.41083841
2966,5011025029,2022,2,4,2,6,323,24,1.7,1.14,4.9,1.35,2/4/2022,1,126.2865476,33.41073397
2967,5011025029,2022,2,4,2,5.1,425,30,1.6,1.3,6,3.41,2/4/2022,1,126.2902529,33.40900587
2968,5011025029,2022,2,28,2,5.9,747,63,1.5,1.1,6.2,1.32,2/28/2022,1,126.3011561,33.40142759
2969,5011025029,2022,2,28,2,6.4,1058,59,2,1.07,8.9,1.35,2/28/2022,1,126.3004434,33.40167304
2970,5011025029,2022,7,19,2,6.2,62,17,3.1,0.73,6.1,0.34,7/19/2022,1,126.2931218,33.41470641
2971,5011025029,2022,8,30,2,7.2,1260,73,12.1,1.84,9.3,1.18,8/30/2022,1,126.3049966,33.39735025
2972,5011025029,2022,8,30,2,7.4,797,47,4.1,1.65,13.4,0.74,8/30/2022,1,126.280536,33.40055348
2973,5011025029,2022,8,30,2,6.5,599,32,3.1,1.48,10.3,0.93,8/30/2022,1,126.2789648,33.39952268
2974,5011025029,2022,8,30,2,7.2,772,51,3.4,2.12,13.4,0.91,8/30/2022,1,126.2809275,33.40010622
2975,5011025029,2022,9,22,2,5.1,624,18,0.8,0.78,2.1,0.49,9/22/2022,1,126.2828712,33.41084197
2976,5011025029,2022,10,6,2,5.8,639,81,3.3,1.5,8.3,1.71,10/6/2022,1,126.3052484,33.40534463
2977,5011025029,2022,11,29,2,4.4,603,27,0.8,0.59,2.2,1.23,11/29/2022,1,126.2863213,33.40434896
2978,5011025029,2022,12,8,2,6.4,988,60,7.1,2.08,9.8,4.14,12/8/2022,1,126.2868687,33.40413816
2979,5011025029,2022,7,12,3,5.6,1041,93,4.2,4.18,9.9,1.82,7/12/2022,1,126.2831278,33.3886672
2980,5011025029,2022,7,12,3,7.4,1302,169,4.8,1.4,18.8,2.25,7/12/2022,1,126.2834838,33.38890421
2981,5011025029,2022,7,12,3,5.6,1155,131,3.9,3.24,13.8,3.5,7/12/2022,1,126.2838742,33.38947492
2982,5011025029,2022,11,8,3,5.8,359,66,2.6,0.54,8.1,0.6,11/8/2022,1,126.300878,33.3991147
2983,5011025029,2022,11,8,3,5.5,741,87,2,0.92,8.5,0.66,11/8/2022,1,126.3014808,33.39886024
2984,5011025029,2022,12,21,3,5.8,356,45,2.9,2.14,9.2,3.31,12/21/2022,1,126.2787309,33.40448286
2985,5011025029,2022,3,15,4,5.1,891,86,2.3,1.27,8.2,2.45,3/15/2022,1,126.2939402,33.39739656
2986,5011025029,2022,3,15,4,5.3,739,62,2.4,1.48,6.8,4.65,3/15/2022,1,126.2939402,33.39739656
2987,5011025029,2022,3,15,4,5.3,804,103,3.1,0.89,8.4,3.25,3/15/2022,1,126.2939402,33.39739656
2988,5011025029,2022,4,12,4,6.6,83,12,1.1,1.46,7.1,0.93,4/12/2022,1,126.2891953,33.40156079
2989,5011025029,2022,6,16,4,5.3,1040,116,2.7,2.15,8.8,3.35,6/16/2022,1,126.2863258,33.38902472
2990,5011025029,2022,6,16,4,5.1,478,129,1.4,0.57,5.3,0.93,6/16/2022,1,126.2868105,33.3890661
2991,5011025029,2022,6,16,4,5.2,821,90,1.4,0.83,5.1,0.91,6/16/2022,1,126.2856556,33.38896659
2992,5011025029,2022,7,5,4,5.8,849,87,2,1.14,12.6,0.73,7/5/2022,1,126.2812878,33.39038059
2993,5011025029,2022,8,17,4,5.1,892,108,1.2,0.81,3.2,0.34,8/17/2022,1,126.2893591,33.40116331
2994,5011025029,2022,3,15,2,4.8,311,41,0.8,0.7,3.4,1.09,3/15/2022,1,126.2914598,33.40432278
2995,5011025029,2022,3,15,2,6.4,366,39,1,0.94,3.9,1.34,3/15/2022,1,126.2914139,33.4038133
2996,5011025029,2022,7,19,2,6.2,62,17,3.1,0.73,6.1,0.34,7/19/2022,1,126.2931218,33.41470641
2997,5011025029,2022,6,28,3,6.4,204,86,4.4,1.33,11.5,0.59,6/28/2022,1,126.3094427,33.39897837
2998,5011025029,2022,6,28,3,5.9,132,73,4.4,2.84,9.8,2.78,6/28/2022,1,126.290122,33.38770096
2999,5011025029,2022,6,28,3,6.1,229,63,3.2,2.51,8.4,1.13,6/28/2022,1,126.289378,33.38832809
3000,5011025029,2022,3,15,2,5.8,611,50,3.2,1.84,3.5,1.38,3/15/2022,1,126.2801684,33.39513035
3001,5011025029,2022,3,15,2,6.2,679,71,2.1,1.09,2.8,1.51,3/15/2022,1,126.2797758,33.39495236
3002,5011025029,2022,3,15,2,5.8,835,63,2.1,1,3.9,1.6,3/15/2022,1,126.2799357,33.39403943
3003,5011025029,2022,3,24,2,6.7,341,46,3.2,1.49,8.7,1.4,3/24/2022,1,126.2777906,33.4005149
3004,5011025029,2022,5,10,2,6.1,222,19,1.6,1.09,4.4,1.18,5/10/2022,1,126.2997966,33.40139314
3005,5011025029,2022,7,12,2,7.2,1539,65,8,1.68,9.9,0.97,7/12/2022,1,126.304731,33.39695981
3006,5011025029,2022,7,12,2,7.1,1324,62,9.6,1.75,8.4,1.08,7/12/2022,1,126.304731,33.39695981
3007,5011025029,2022,7,12,2,7,1351,88,13.1,1.91,4.7,1.66,7/12/2022,1,126.304731,33.39695981
3008,5011025029,2022,7,12,2,6.8,1392,111,15.1,2.68,4.5,2.56,7/12/2022,1,126.304731,33.39695981
3009,5011025029,2022,8,9,2,5.6,626,40,2.3,1.3,3.6,0.45,8/9/2022,1,126.3044676,33.40835554
3010,5011025029,2022,8,9,2,5.3,220,47,2.8,0.8,3,0.5,8/9/2022,1,126.3033454,33.40790269
3011,5011025029,2022,11,11,2,5.6,123,76,1.5,1.25,5.2,0.63,11/11/2022,1,126.2939308,33.40093246
3013,5011025029,2022,1,27,3,5.2,580,60,2.3,2.34,3.5,2.93,1/27/2022,1,126.3067803,33.39891836
3014,5011025029,2022,2,11,3,5,739,21,2,0.86,3,1.47,2/11/2022,1,126.2948682,33.40606
3015,5011025029,2022,2,11,3,5.3,1471,44,4.2,1.27,6.7,6.75,2/11/2022,1,126.2941899,33.40615433
3016,5011025029,2022,2,11,3,6.3,1782,26,11.3,1.6,8.3,4.79,2/11/2022,1,126.2949797,33.40529843
3017,5011025029,2022,2,11,3,5.1,1483,95,3.9,3.93,6.8,5.06,2/11/2022,1,126.2816201,33.39678706
3018,5011025029,2022,7,26,3,4.8,658,55,1.3,0.97,2.7,0.98,7/26/2022,1,126.288915,33.39466624
3019,5011025029,2022,8,4,3,4.7,703,48,0.8,1.01,1.9,1.23,8/4/2022,1,126.288915,33.39466624
3020,5011025029,2022,9,1,3,7,577,88,5.7,7.9,9.7,3.95,9/1/2022,1,126.2791043,33.39568966
3021,5011025029,2022,10,4,3,5.8,721,57,3.7,1.5,10.5,2.81,10/4/2022,1,126.2839939,33.39058691
3022,5011025029,2022,10,4,3,6.4,684,48,3.4,1.2,11.9,1.79,10/4/2022,1,126.2848155,33.3901386
3023,5011025029,2022,10,4,3,6.2,183,69,3.1,1.17,11,2,10/4/2022,1,126.2848995,33.39156117
3024,5011025029,2022,12,6,3,5.5,302,65,4.2,2.4,10.5,7.91,12/6/2022,1,126.2897502,33.38597471
3025,5011025029,2022,12,6,3,4.8,641,93,4.4,2.09,10,10.78,12/6/2022,1,126.289383,33.3865298
3026,5011025029,2022,1,5,4,5.9,460,31,3.2,1.47,3.9,1.75,1/5/2022,1,126.2921185,33.41238622
3027,5011025029,2022,2,23,4,6.4,539,38,3.6,1.25,5.8,1.33,2/23/2022,1,126.2851361,33.4024387
3028,5011025029,2022,2,28,4,5.1,798,32,0.5,0.58,1.3,0.97,2/28/2022,1,126.2953539,33.41094623
3029,5011025030,2020,10,21,2,6.2,381,48,1.4,1.03,6,0.2,10/21/2020,1,126.2838493,33.35722239
3030,5011025030,2020,10,21,2,5.7,324,74,0.8,1.01,5.3,0.2,10/21/2020,1,126.2840596,33.3566354
3031,5011025030,2020,10,21,2,6.7,619,68,1.6,1.02,9.3,0.2,10/21/2020,1,126.2796542,33.35657115
3032,5011025030,2020,10,21,2,5,406,40,0.9,1.16,3.2,0.6,10/21/2020,1,126.279509,33.35787329
3033,5011025030,2020,10,21,2,7.4,665,53,1.4,1.05,15.7,0.3,10/21/2020,1,126.2761778,33.36067673
3034,5011025030,2020,10,21,2,7.7,526,32,2.6,1.22,14.8,0.4,10/21/2020,1,126.2738378,33.36221922
3035,5011025030,2020,10,21,2,5.1,734,33,0.5,1.03,3.4,0.3,10/21/2020,1,126.2748338,33.36043203
3036,5011025030,2020,10,21,2,5.2,264,45,0.6,1.11,3.1,0.4,10/21/2020,1,126.2759911,33.34780047
3037,5011025030,2020,10,21,2,6.2,303,40,1.2,1.07,6.5,0.4,10/21/2020,1,126.2692906,33.34823853
3038,5011025030,2020,10,21,2,5.7,372,45,1.4,1.05,4.8,0.4,10/21/2020,1,126.2626091,33.35675311
3039,5011025030,2020,10,21,2,4.7,373,44,0.5,1.08,2.4,1.1,10/21/2020,1,126.2639463,33.35636632
3040,5011025030,2020,10,21,4,6.7,502,65,2.1,1.26,17.2,0.4,10/21/2020,1,126.2761305,33.34689491
3041,5011025030,2020,4,23,2,5.4,656,33,2.6,1.38,3.5,0.7,4/23/2020,1,126.2842424,33.36024816
3042,5011025030,2020,4,23,2,5.4,656,33,2.6,1.38,3.5,0.7,4/23/2020,1,126.2842424,33.36024816
3043,5011025030,2020,9,8,2,5.2,424,161,0.8,2.3,1.9,0.5,9/8/2020,1,126.2773756,33.36154869
3044,5011025030,2020,9,8,2,6,742,175,2.4,3.52,14.2,0.4,9/8/2020,1,126.2762204,33.36865294
3045,5011025030,2020,9,8,2,5.2,424,161,0.8,2.3,1.9,0.5,9/8/2020,1,126.2773756,33.36154869
3046,5011025030,2020,9,8,2,6,742,175,2.4,3.52,14.2,0.4,9/8/2020,1,126.2762204,33.36865294
3047,5011025030,2020,9,8,2,5.2,424,161,0.8,2.3,1.9,0.5,9/8/2020,1,126.2773756,33.36154869
3048,5011025030,2020,9,8,2,6,742,175,2.4,3.52,14.2,0.4,9/8/2020,1,126.2762204,33.36865294
3049,5011025030,2020,7,22,2,7.7,215,67,4.1,2.54,12.3,0.3,7/22/2020,1,126.279608,33.36161658
3050,5011025030,2020,7,31,2,6.7,828,39,1.9,1.16,6,0.2,7/31/2020,1,126.2705272,33.36367302
3051,5011025030,2020,7,31,2,6.6,111,25,2,0.86,4.5,0.1,7/31/2020,1,126.2713535,33.36256845
3052,5011025030,2020,7,31,2,6.9,29,39,2.3,0.52,4.4,0.2,7/31/2020,1,126.2749785,33.35031994
3053,5011025030,2020,7,31,2,6.5,723,25,1.3,1.18,3.6,0.1,7/31/2020,1,126.2680504,33.36080561
3054,5011025030,2020,8,28,2,6.3,331,35,1.6,1.89,3.5,0.5,8/28/2020,1,126.2716952,33.36164425
3055,5011025030,2020,8,28,2,6.5,282,25,1.6,1.26,4.5,0.2,8/28/2020,1,126.2717438,33.36227673
3056,5011025030,2020,8,28,2,5.9,10,53,1,0.31,1.7,0.2,8/28/2020,1,126.2817052,33.35536479
3057,5011025030,2020,8,28,2,7.5,210,59,1.8,2.06,6.2,0.3,8/28/2020,1,126.281026,33.35532101
3058,5011025030,2020,9,16,2,7.5,324,56,4.8,0.84,6.5,0.6,9/16/2020,1,126.2628263,33.35547206
3059,5011025030,2020,3,12,3,5.5,238,73,2.1,2.43,5,0.7,3/12/2020,1,126.2652237,33.36436446
3060,5011025030,2020,3,12,3,5.5,69,148,0.1,2.7,0.1,5.1,3/12/2020,1,126.267529,33.36359919
3061,5011025030,2020,2,28,4,6.1,832,124,1.7,2.14,24.4,1.3,2/28/2020,1,126.2797756,33.36337836
3062,5011025030,2020,5,4,4,6.3,635,54,2,0.51,5.6,0.2,5/4/2020,1,126.2825483,33.36329542
3063,5011025030,2020,5,4,4,5.8,167,113,1.6,0.92,6.2,0.5,5/4/2020,1,126.2800869,33.36160042
3064,5011025030,2020,5,4,4,5,922,61,1.8,0.65,6.9,0.2,5/4/2020,1,126.2808708,33.36273782
3065,5011025030,2020,6,17,4,5.2,208,118,3.1,0.61,3.9,0.8,6/17/2020,1,126.2614823,33.35999017
3066,5011025030,2020,6,17,4,4.9,135,52,6.4,0.72,5,0.8,6/17/2020,1,126.2615083,33.36052678
3067,5011025030,2020,6,17,4,5.6,601,137,5,1.14,10,1.3,6/17/2020,1,126.262303,33.35841825
3068,5011025030,2020,6,17,4,4.9,520,162,3.6,0.75,6.1,1.6,6/17/2020,1,126.261875,33.35811917
3069,5011025030,2020,6,17,4,5.1,834,216,6.2,1.05,11.2,2.7,6/17/2020,1,126.2624181,33.3580189
3070,5011025030,2020,6,17,4,5.1,598,145,3.7,1.13,6.4,0.9,6/17/2020,1,126.2624181,33.3580189
3071,5011025030,2020,6,30,4,6,506,25,1.6,0.32,2.6,0.3,6/30/2020,1,126.2764314,33.36315543
3072,5011025030,2020,7,1,4,5,102.8,123.2,3.69,2.17,6.43,3.6,7/1/2020,1,126.2623499,33.36123502
3073,5011025030,2020,8,28,4,4.9,707,58,0.3,0.82,0.8,0.3,8/28/2020,1,126.2841978,33.35966872
3074,5011025030,2020,10,22,4,6.1,612.4,85.3,4.36,1.81,10.17,1.5,10/22/2020,1,126.2625391,33.36217281
3075,5011025030,2020,10,22,4,6.4,1280.6,77.2,4.6,2.4,12.45,1.2,10/22/2020,1,126.2622636,33.36178773
3076,5011025030,2020,9,24,2,5.4,497,41.7,1.13,0.936,4.29,0.42,9/24/2020,1,126.2639463,33.35636632
3077,5011025030,2020,9,24,2,5.5,693.3,43.6,2.13,1.482,8.12,1.13,9/24/2020,1,126.2759315,33.35476145
3078,5011025030,2020,9,24,2,6.3,69.4,49.9,3.25,0.663,8.87,0.38,9/24/2020,1,126.2817052,33.35536479
3079,5011025030,2020,9,24,2,5.3,399.4,41.7,2.41,0.995,4.77,1.47,9/24/2020,1,126.279509,33.35787329
3080,5011025030,2020,9,28,2,5.4,995.1,30.7,1.16,1.174,4.43,0.64,9/28/2020,1,126.268503,33.36061975
3081,5011025030,2020,9,28,2,7.9,379,52.4,5.4,1.051,16.51,0.55,9/28/2020,1,126.2832391,33.35676329
3082,5011025030,2021,4,9,2,5.2,413,42,0.8,0.77,5.1,1.3,4/9/2021,1,126.2842424,33.36024816
3083,5011025030,2021,4,9,2,5.2,413,42,0.8,0.77,5.1,1.3,4/9/2021,1,126.2842424,33.36024816
3084,5011025030,2021,8,31,2,7.7,254,33,5.6,1.34,5.6,1.11,8/31/2021,1,126.2628263,33.35547206
3085,5011025030,2021,4,22,4,6.7,694,44,0.4,0.12,7.3,0.29,4/22/2021,1,126.2764314,33.36315543
3086,5011025030,2021,7,20,2,6.9,328,35,2.8,1.22,8.8,0.3,7/20/2021,1,126.2716952,33.36164425
3087,5011025030,2021,7,6,2,6,315,37,3.5,1.3,6.7,0.2,7/6/2021,1,126.2717438,33.36227673
3088,5011025030,2021,7,6,2,7.1,95,58,5.2,3.01,14.4,1.1,7/6/2021,1,126.279608,33.36161658
3089,5011025030,2021,7,6,2,7.9,418,50,3.9,3.31,7.4,0.5,7/6/2021,1,126.2817052,33.35536479
3090,5011025030,2021,7,6,2,7.4,111,24,4.5,2.4,7.3,0.3,7/6/2021,1,126.2806926,33.35569946
3091,5011025030,2021,8,4,2,6.6,69,22,5,1.16,8.5,0.5,8/4/2021,1,126.2713535,33.36256845
3092,5011025030,2021,8,4,2,6.3,714,18,3,1.66,6.6,0.5,8/4/2021,1,126.2680504,33.36080561
3093,5011025030,2021,8,4,2,6.1,38,33,3.6,0.98,8.1,0.5,8/4/2021,1,126.2749785,33.35031994
3094,5011025030,2021,8,4,2,6.4,906,40,3.8,3.24,15.1,0.6,8/4/2021,1,126.2705272,33.36367302
3095,5011025030,2021,8,4,2,6.6,69,22,5,1.16,8.5,0.5,8/4/2021,1,126.2713535,33.36256845
3096,5011025030,2021,8,4,2,6.3,714,18,3,1.66,6.6,0.5,8/4/2021,1,126.2680504,33.36080561
3097,5011025030,2021,8,27,2,5.3,252,38,2,0.39,19,1.06,8/27/2021,1,126.2773756,33.36154869
3098,5011025030,2021,8,27,2,6,874,37,0.2,0.34,2.2,1.05,8/27/2021,1,126.2762204,33.36865294
3099,5011025030,2021,8,31,4,5.5,553,53,2.6,1.4,2.7,1.06,8/31/2021,1,126.2841978,33.35966872
